n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,21607.398286320604,950.9350837048794,20597.77642884055,21550.62836332259,22992.371871524327,14419.639474680405,642.6425505045504,50.071842331362724,8.370199862826574,38.24712748232907,50.116531535126704,60.06320221452826,lithium,624,52
