n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,14305.09158817128,1141.079539304867,13272.031468588571,14081.189347099988,16026.157252055538,14264.456323320876,812.6769075194649,0.30843965020209574,6.019449070847438,-5.085132363734374,-0.6765628022466548,3.273093954992146,lithium,624,24
