n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,14875.978267495148,303.7750032777742,14521.27174728946,14840.893515938766,15310.555971200272,13152.363672670233,513.9806817615184,13.243660804599902,4.378339458419562,7.4608259359773905,13.905756566469474,17.697865637992532,nickel,416,104
