n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,17655.516764095904,606.8641194508151,17050.9562336396,17424.69151477232,18405.350428728292,14419.639474680405,642.6425505045504,22.650846358134665,6.477432505338654,16.144036179300876,22.719839893402558,28.402408272366724,lithium,624,52
