n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,46659174.07758931,219155.53771295608,46599871.76800024,46734442.399270505,46735203.40236559,46613394.1299819,260352.2497353213,0.10122877562384316,0.7377351163679199,-0.008492592254645446,0.0,0.7627316225608686,platinum,312,52
