n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,14537.230828138661,920.635562071684,13460.409845354285,14568.977688588046,15887.398863828323,14264.456323320876,812.6769075194649,2.0151389909514825,5.541935607774432,-3.82109528031796,1.6851534505574701,8.490870933971552,lithium,624,24
