n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,38068485.752666034,1075611.2955035523,37083085.58008312,37836715.14260185,39290100.23144652,38576103.98997007,1174094.0849202701,-1.2564334802215817,3.3267983675191144,-5.510600405788116,-1.2277638564221949,2.0016799480037006,platinum,624,24
