n_seeds,scen_mean,scen_std,scen_p10,scen_p50,scen_p90,base_mean,base_std,delta_mean_pct,delta_std_pct,delta_p10_pct,delta_p50_pct,delta_p90_pct,mineral,window_start,window_len
20,14699.479002290149,1389.5492756428498,13447.815765146921,14448.59263808085,16181.733444493602,14537.217857273947,1658.2544190817514,1.5976733800165808,8.270924010326686,-4.514675828239004,-0.0885883113123116,7.868405157798305,lithium,624,24
